contig	prodigal	cds	start	end	nothing	strand	unknown	gene_id	A01_r2_seq.txt	A04_r2_seq.txt	A07_r2_seq.txt	B01_r2_seq.txt	B04_r2_seq.txt	B07_r2_seq.txt	C01_r2_seq.txt	C04_r2_seq.txt	C07_r2_seq.txt	D01_r2_seq.txt	D04_r2_seq.txt	D07_r2_seq.txt	E01_r2_seq.txt	E04_r2_seq.txt	E07_r2_seq.txt	F01_r2_seq.txt	F04_r2_seq.txt	F07_r2_seq.txt	G01_r2_seq.txt	G04_r2_seq.txt	G07_r2_seq.txt	H01_r2_seq.txt	H04_r2_seq.txt	H07_r2_seq.txt	A02_r2_seq.txt	A05_r2_seq.txt	A08_r2_seq.txt	B02_r2_seq.txt	B05_r2_seq.txt	B08_r2_seq.txt	C02_r2_seq.txt	C05_r2_seq.txt	C08_r2_seq.txt	D02_r2_seq.txt	D05_r2_seq.txt	D08_r2_seq.txt	E02_r2_seq.txt	E05_r2_seq.txt	F02_r2_seq.txt	F05_r2_seq.txt	G02_r2_seq.txt	G05_r2_seq.txt	H02_r2_seq.txt	H05_r2_seq.txt	A03_r2_seq.txt	A06_r2_seq.txt	B03_r2_seq.txt	B06_r2_seq.txt	C03_r2_seq.txt	C06_r2_seq.txt	D03_r2_seq.txt	D06_r2_seq.txt	E03_r2_seq.txt	E06_r2_seq.txt	F03_r2_seq.txt	F06_r2_seq.txt	G03_r2_seq.txt	G06_r2_seq.txt	H03_r2_seq.txt	H06_r2_seq.txt
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2501037	2501882	.	-	0	"ID=BJEIHDPM_02252;eC_number=1.5.1.20;Name=metF;dbxref=COG:COG0685;gene=metF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEZ1;locus_tag=BJEIHDPM_02252;product=5%2C10-methylenetetrahydrofolate reductase"	9	8	8	2	2	9	5	0	5	4	5	5	6	9	4	10	8	5	5	5	8	0	6	9	2	5	12	7	2	9	0	0	0	8	10	8	0	8	3	5	9	8	4	6	5	6	4	8	3	5	7	5	8	10	9	6	6	6	1	8
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2502080	2503489	.	-	0	"ID=BJEIHDPM_02253;eC_number=3.3.1.1;Name=ahcY;gene=ahcY;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q3JY79;locus_tag=BJEIHDPM_02253;product=Adenosylhomocysteinase"	7	6	5	7	4	10	4	0	6	6	8	5	2	1	8	8	3	11	3	4	7	0	10	7	6	10	2	3	9	8	0	0	0	3	5	5	0	4	8	8	6	6	3	5	5	7	9	3	7	8	5	7	3	9	12	4	9	2	7	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2503901	2504296	.	+	0	"ID=BJEIHDPM_02254;eC_number=3.1.2.-;dbxref=COG:COG1607;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P44886;locus_tag=BJEIHDPM_02254;product=putative acyl-CoA thioester hydrolase"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2504681	2505463	.	-	0	"ID=BJEIHDPM_02255;eC_number=5.3.1.35;Name=otnI_1;dbxref=COG:COG3622;gene=otnI_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q0KBD1;locus_tag=BJEIHDPM_02255;product=2-oxo-tetronate isomerase"	6	2	0	2	1	3	2	0	5	3	2	2	2	2	6	3	0	3	5	4	5	0	5	5	3	2	3	1	2	5	0	0	0	1	6	0	0	2	2	3	2	1	4	5	3	2	2	3	3	3	3	0	4	2	5	1	3	2	4	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2505486	2506943	.	-	0	"ID=BJEIHDPM_02256;Name=ygbN;dbxref=COG:COG2610;gene=ygbN;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q46892;locus_tag=BJEIHDPM_02256;product=Inner membrane permease YgbN"	6	7	9	6	13	12	7	0	2	3	11	14	7	7	13	13	7	9	7	15	9	0	10	8	4	7	9	12	9	13	0	0	0	8	5	11	0	6	13	9	6	8	7	8	5	7	6	10	8	5	6	4	14	16	5	5	9	12	6	9
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2507106	2507744	.	-	0	"ID=BJEIHDPM_02257;eC_number=4.1.1.104;Name=otnC;dbxref=COG:COG0235;gene=otnC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q0KBC9;locus_tag=BJEIHDPM_02257;product=3-oxo-tetronate 4-phosphate decarboxylase"	16	10	15	9	15	17	11	0	24	6	15	28	12	9	26	12	13	13	13	17	17	0	15	23	6	12	21	18	16	16	0	0	0	8	10	10	0	13	15	17	10	13	11	10	11	15	9	12	12	12	16	10	7	24	12	9	12	10	10	18
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2507744	2509033	.	-	0	"ID=BJEIHDPM_02258;eC_number=2.7.1.217;Name=otnK;dbxref=COG:COG3395;gene=otnK;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q48PB0;locus_tag=BJEIHDPM_02258;product=3-oxo-tetronate kinase"	3	2	9	10	2	6	8	0	0	4	3	8	6	3	7	7	5	4	4	7	7	0	2	8	5	8	7	3	6	6	0	0	0	7	4	3	0	3	9	7	6	6	4	6	3	4	2	5	6	5	5	2	6	3	3	5	6	8	5	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2509044	2509949	.	-	0	"ID=BJEIHDPM_02259;eC_number=1.1.1.411;Name=ltnD;dbxref=COG:COG2084;gene=ltnD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q0KBC7;locus_tag=BJEIHDPM_02259;product=L-threonate dehydrogenase"	1	7	5	1	4	6	0	0	4	0	1	3	2	1	2	0	3	3	6	4	0	0	0	6	1	3	2	5	1	3	0	0	0	3	0	2	0	1	0	2	2	0	3	3	3	7	0	3	3	2	1	4	2	2	1	2	2	0	4	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2510371	2511192	.	-	0	"ID=BJEIHDPM_02260;Name=srlR_2;dbxref=COG:COG1349;gene=srlR_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P15082;locus_tag=BJEIHDPM_02260;product=Glucitol operon repressor"	8	7	16	16	5	9	12	0	7	5	9	20	4	14	4	17	15	14	5	12	14	0	8	18	11	10	15	18	10	10	0	0	0	10	9	12	0	14	13	10	9	15	9	8	10	15	9	13	11	20	7	10	10	12	5	17	3	9	16	11
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2511298	2512071	.	-	0	"ID=BJEIHDPM_02261;eC_number=1.1.1.14;Name=polS_1;gene=polS_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q59787;locus_tag=BJEIHDPM_02261;product=Sorbitol dehydrogenase"	3	5	7	2	3	7	3	0	5	4	4	3	5	7	3	3	6	4	6	5	7	0	6	6	3	5	7	4	2	3	0	0	0	6	5	3	0	5	3	3	3	1	5	3	2	4	6	4	5	3	6	3	4	1	1	2	7	5	2	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2512105	2513412	.	-	0	"ID=BJEIHDPM_02262;dbxref=COG:COG1653;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RUE8;locus_tag=BJEIHDPM_02262;product=putative ABC transporter-binding protein"	13	15	18	10	14	19	12	0	15	14	19	23	12	9	22	22	13	19	20	12	19	0	15	14	9	12	20	13	14	25	0	0	0	16	10	22	0	17	21	16	18	15	11	10	9	13	16	11	11	7	14	15	9	14	13	12	14	13	15	15
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2513723	2514646	.	+	0	"ID=BJEIHDPM_02263;Name=btr_1;dbxref=COG:COG0614;gene=btr_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P40408;locus_tag=BJEIHDPM_02263;product=HTH-type transcriptional activator Btr"	5	6	4	4	4	2	2	0	7	5	3	5	7	7	7	2	1	2	4	3	2	0	3	9	2	7	9	9	3	5	0	0	0	5	2	4	0	2	2	1	2	3	3	2	5	5	2	7	2	7	2	0	5	4	1	3	1	2	5	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2514672	2515928	.	-	0	"ID=BJEIHDPM_02264;Name=nhaP_1;dbxref=COG:COG0025;gene=nhaP_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:G3XD29;locus_tag=BJEIHDPM_02264;product=Na(+)/H(+) antiporter NhaP"	6	6	8	6	7	8	6	0	5	0	3	10	7	4	6	10	9	7	5	7	7	0	5	10	2	5	8	7	6	9	0	0	0	6	5	10	0	8	8	5	6	9	6	7	5	5	5	8	7	13	1	8	5	5	8	3	5	4	10	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2516233	2516565	.	-	0	ID=BJEIHDPM_02265;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02265;product=hypothetical protein	1	2	1	3	3	4	2	0	7	3	0	2	1	2	3	1	4	1	1	4	3	0	4	3	5	2	4	3	1	1	0	0	0	3	2	4	0	4	4	3	1	2	2	2	5	2	4	2	3	1	1	2	3	1	3	1	3	2	4	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2516814	2517032	.	+	0	ID=BJEIHDPM_02266;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02266;product=hypothetical protein	4	1	1	3	0	2	0	0	2	0	0	1	0	0	0	2	1	2	0	2	1	0	0	2	0	0	2	1	0	1	0	0	0	2	0	2	0	2	4	2	3	3	2	0	2	3	1	2	2	2	0	0	0	0	1	0	0	2	5	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2517362	2518687	.	+	0	"ID=BJEIHDPM_02267;eC_number=3.4.21.-;Name=oprD_4;gene=oprD_4;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P32722;locus_tag=BJEIHDPM_02267;product=Porin D"	16	11	19	9	12	9	9	0	2	12	15	15	7	12	16	12	10	16	9	7	16	0	9	14	10	6	21	9	8	19	0	0	0	14	8	14	0	12	7	13	9	12	7	13	8	8	10	4	16	10	12	10	10	12	13	9	10	12	17	13
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2518753	2521905	.	-	0	"ID=BJEIHDPM_02268;Name=czcA_4;gene=czcA_4;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13511;locus_tag=BJEIHDPM_02268;product=Cobalt-zinc-cadmium resistance protein CzcA"	30	18	42	26	31	36	24	0	20	22	25	33	35	21	41	24	30	35	24	14	34	0	40	34	14	17	44	36	31	41	0	0	0	23	23	45	0	22	33	25	25	27	22	22	17	27	19	23	30	25	23	19	23	21	29	16	21	21	26	31
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2521930	2523207	.	-	0	"ID=BJEIHDPM_02269;Name=czcB;gene=czcB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13510;locus_tag=BJEIHDPM_02269;product=Cobalt-zinc-cadmium resistance protein CzcB"	5	3	11	4	2	5	7	0	2	3	6	10	5	3	6	5	6	2	2	7	7	0	4	9	5	4	6	4	3	6	0	0	0	7	3	7	0	4	3	2	8	7	3	6	5	4	5	4	7	4	4	3	8	7	5	4	3	6	6	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2523277	2524536	.	-	0	"ID=BJEIHDPM_02270;Name=czcC;gene=czcC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13509;locus_tag=BJEIHDPM_02270;product=Cobalt-zinc-cadmium resistance protein CzcC"	3	5	5	6	3	15	3	0	13	7	6	7	11	7	6	9	5	5	2	5	8	0	5	5	1	3	15	3	4	6	0	0	0	5	4	3	0	8	6	3	8	2	6	2	4	7	4	7	5	7	5	2	7	10	7	4	8	5	8	6
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2524745	2525419	.	+	0	"ID=BJEIHDPM_02271;Name=czcR_2;gene=czcR_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q44006;locus_tag=BJEIHDPM_02271;product=Transcriptional activator protein CzcR"	0	0	1	3	0	2	1	0	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	1	1	1	0	0	3	1	2	2	1	1	1	0	2	0	0	1	0	0	1	1	0	0	0	1	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2525416	2526807	.	+	0	"ID=BJEIHDPM_02272;eC_number=2.7.13.3;Name=czcS_1;gene=czcS_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q44007;locus_tag=BJEIHDPM_02272;product=Sensor protein CzcS"	6	5	12	5	7	11	13	0	2	3	6	14	8	2	9	3	3	6	9	10	11	0	6	2	7	6	9	3	6	9	0	0	0	9	8	7	0	8	13	11	8	6	7	7	5	7	3	9	5	3	3	7	9	6	12	6	9	8	14	12
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2526904	2527305	.	+	0	ID=BJEIHDPM_02273;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02273;product=hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2527640	2528047	.	-	0	"ID=BJEIHDPM_02274;Name=yqjC;gene=yqjC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42616;locus_tag=BJEIHDPM_02274;product=Protein YqjC"	6	7	7	5	6	7	7	0	7	4	0	8	3	6	5	5	4	10	5	2	5	0	11	11	1	7	10	7	8	4	0	0	0	5	5	7	0	2	4	8	9	3	4	5	2	7	2	5	5	4	5	2	7	12	7	4	6	5	7	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2528102	2529784	.	-	0	"ID=BJEIHDPM_02275;eC_number=6.5.1.2;Name=ligB_1;dbxref=COG:COG0272;gene=ligB_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P25772;locus_tag=BJEIHDPM_02275;product=DNA ligase B"	9	10	26	8	8	12	6	0	11	11	10	17	10	8	12	14	9	19	11	7	10	0	7	15	6	10	22	10	11	16	0	0	0	7	10	9	0	9	13	10	11	6	8	12	4	7	8	9	12	10	12	9	9	12	13	6	10	8	11	6
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2530028	2530282	.	+	0	"ID=BJEIHDPM_02276;Name=chpS;gene=chpS;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P08365;locus_tag=BJEIHDPM_02276;product=Antitoxin ChpS"	3	0	2	1	3	5	1	0	2	1	7	3	3	1	3	3	3	1	3	1	5	0	4	2	1	0	3	1	3	1	0	0	0	3	1	2	0	0	4	1	2	2	1	3	2	0	0	3	4	1	2	1	2	1	0	1	1	3	4	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2530279	2530626	.	+	0	"ID=BJEIHDPM_02277;eC_number=3.1.-.-;Name=chpB;dbxref=COG:COG2337;gene=chpB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P33647;locus_tag=BJEIHDPM_02277;product=Endoribonuclease toxin ChpB"	1	0	1	1	2	1	3	0	0	2	0	1	3	1	2	0	2	2	1	1	1	0	1	2	0	0	2	0	1	3	0	0	0	1	1	1	0	0	1	2	1	2	1	3	0	1	1	2	2	0	0	0	0	0	0	0	1	1	1	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2530713	2531903	.	-	0	"ID=BJEIHDPM_02278;eC_number=2.5.1.6;Name=metK;dbxref=COG:COG0192;gene=metK;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A817;locus_tag=BJEIHDPM_02278;product=S-adenosylmethionine synthase"	1	2	0	2	0	1	1	0	1	0	0	3	1	2	3	0	2	1	2	0	4	0	0	3	0	0	1	3	2	3	0	0	0	1	2	2	0	1	2	2	0	2	3	3	2	1	2	0	0	1	2	1	1	2	2	2	0	1	3	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2531924	2532919	.	-	0	"ID=BJEIHDPM_02279;Name=bigR;dbxref=COG:COG0640;gene=bigR;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9PFB1;locus_tag=BJEIHDPM_02279;product=Biofilm growth-associated repressor"	9	8	15	10	7	18	11	0	15	8	14	12	7	12	10	11	12	4	10	3	12	0	17	12	6	10	5	7	4	11	0	0	0	12	11	11	0	8	12	12	10	10	8	10	7	7	13	7	10	6	2	10	10	18	11	9	11	6	10	8
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2533178	2535181	.	+	0	"ID=BJEIHDPM_02280;eC_number=2.2.1.1;Name=tktA;dbxref=COG:COG0021;gene=tktA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27302;locus_tag=BJEIHDPM_02280;product=Transketolase 1"	2	1	0	1	2	5	2	0	3	3	2	4	2	3	2	3	4	3	2	3	6	0	5	6	0	4	4	0	6	4	0	0	0	6	1	5	0	2	4	4	5	4	4	3	3	2	1	7	4	1	1	1	1	1	3	0	2	2	3	3
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2535315	2536364	.	+	0	"ID=BJEIHDPM_02281;eC_number=1.2.1.72;Name=epd;dbxref=COG:COG0057;gene=epd;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A9B6;locus_tag=BJEIHDPM_02281;product=D-erythrose-4-phosphate dehydrogenase"	4	0	8	11	4	8	1	0	8	3	3	10	2	2	6	9	4	6	3	7	7	0	4	9	3	10	12	9	5	9	0	0	0	6	5	5	0	3	5	6	3	5	5	3	5	4	7	1	7	6	4	5	7	6	10	7	3	6	4	7
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2536381	2537544	.	+	0	"ID=BJEIHDPM_02282;eC_number=2.7.2.3;Name=pgk;dbxref=COG:COG0126;gene=pgk;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43726;locus_tag=BJEIHDPM_02282;product=Phosphoglycerate kinase"	3	0	0	2	3	3	0	0	3	3	3	4	0	0	2	2	0	4	3	1	2	0	2	2	0	0	2	2	2	0	0	0	0	0	0	2	0	1	2	1	2	4	1	2	4	0	1	5	1	3	3	0	3	2	0	2	1	1	4	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2537573	2537806	.	+	0	ID=BJEIHDPM_02283;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02283;product=hypothetical protein	2	6	4	4	5	5	1	0	1	1	0	10	3	2	5	1	5	7	0	3	3	0	3	7	2	6	5	2	5	6	0	0	0	5	3	6	0	5	4	7	4	4	0	3	1	4	4	3	2	5	4	5	6	5	4	6	9	6	3	4
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2537893	2538084	.	+	0	ID=BJEIHDPM_02284;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02284;product=hypothetical protein	2	4	6	4	2	3	3	0	3	4	9	7	7	5	6	3	5	6	3	5	3	0	8	3	4	2	7	6	2	7	0	0	0	4	6	6	0	5	9	3	10	2	2	5	1	1	2	4	6	2	2	4	7	2	1	11	2	1	3	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2538139	2538465	.	+	0	ID=BJEIHDPM_02285;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02285;product=hypothetical protein	2	0	3	0	1	0	0	0	0	0	0	0	1	1	1	0	2	0	0	2	1	0	0	0	1	2	2	1	0	1	0	0	0	1	1	3	0	1	1	0	1	0	2	2	1	0	1	0	1	0	0	1	0	0	1	0	2	0	0	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2538580	2539644	.	+	0	"ID=BJEIHDPM_02286;eC_number=4.1.2.13;Name=cbbA;gene=cbbA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q56815;locus_tag=BJEIHDPM_02286;product=Fructose-bisphosphate aldolase"	1	2	6	2	4	0	0	0	0	2	2	1	2	2	2	0	4	3	0	2	4	0	1	6	3	1	1	2	5	3	0	0	0	0	2	1	0	0	4	2	2	2	2	1	2	1	2	1	2	1	2	0	2	3	1	1	1	0	1	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2540179	2540598	.	-	0	ID=BJEIHDPM_02287;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02287;product=hypothetical protein	1	0	1	0	1	0	0	0	2	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2540653	2541063	.	-	0	ID=BJEIHDPM_02288;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02288;product=hypothetical protein	0	1	2	1	1	0	1	0	3	1	2	0	0	1	0	3	1	0	0	1	1	0	1	1	1	0	1	0	1	2	0	0	0	0	1	3	0	0	0	1	0	0	0	2	0	0	2	0	1	0	1	0	1	0	0	0	2	1	1	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2541228	2542268	.	+	0	ID=BJEIHDPM_02289;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02289;product=hypothetical protein	6	5	5	3	7	8	4	0	7	1	1	6	2	3	7	4	6	9	6	6	7	0	4	4	1	2	8	7	7	7	0	0	0	3	6	12	0	3	3	5	7	5	6	5	5	6	6	2	4	3	6	5	3	5	10	3	3	3	5	6
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2542352	2542882	.	+	0	ID=BJEIHDPM_02290;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02290;product=hypothetical protein	10	6	9	7	8	13	19	0	5	13	6	8	10	7	9	9	2	16	7	7	5	0	9	14	8	9	9	15	5	14	0	0	0	5	6	8	0	7	8	11	13	13	10	7	11	7	5	7	8	8	14	3	8	9	7	6	8	10	14	9
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2542898	2544958	.	+	0	"ID=BJEIHDPM_02291;eC_number=1.-.-.-;Name=stcD;gene=stcD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O87278;locus_tag=BJEIHDPM_02291;product=putative N-methylproline demethylase"	18	14	22	13	18	17	18	0	14	15	13	20	17	11	18	18	9	19	6	9	21	0	17	21	10	15	21	12	19	17	0	0	0	21	19	23	0	17	25	10	14	12	19	18	19	12	8	12	14	14	22	19	16	16	16	13	18	14	10	12
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2545207	2547171	.	+	0	"ID=BJEIHDPM_02292;eC_number=1.-.-.-;Name=fadF;dbxref=COG:COG0247;gene=fadF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P45866;locus_tag=BJEIHDPM_02292;product=putative iron-sulfur-binding oxidoreductase FadF"	4	1	5	6	6	14	7	0	7	2	7	2	3	4	6	3	4	6	2	2	8	0	5	10	3	6	3	6	3	4	0	0	0	2	0	5	0	5	8	2	3	2	3	0	2	4	1	2	4	3	1	2	5	4	6	3	4	2	3	1
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2547171	2548391	.	+	0	"ID=BJEIHDPM_02293;Name=etfA_1;dbxref=COG:COG2025;gene=etfA_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q0AZ33;locus_tag=BJEIHDPM_02293;product=Electron transfer flavoprotein subunit alpha"	28	15	31	19	23	43	25	0	24	20	15	28	19	21	31	10	21	36	12	19	30	2	22	26	16	24	25	22	24	27	0	0	0	27	27	22	0	20	23	20	31	24	17	15	18	13	18	18	25	16	21	19	34	12	20	22	18	16	33	25
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2548381	2549187	.	+	0	ID=BJEIHDPM_02294;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02294;product=hypothetical protein	2	0	2	3	6	7	0	1	0	0	2	4	2	2	3	2	1	4	1	2	3	0	1	1	1	0	3	3	1	5	0	0	0	2	6	3	0	1	3	2	3	4	2	1	1	1	4	0	2	2	2	1	2	2	3	3	1	2	7	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2549830	2551098	.	-	0	"ID=BJEIHDPM_02295;eC_number=3.2.1.14;Name=chiA1;gene=chiA1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20533;locus_tag=BJEIHDPM_02295;product=Chitinase A1"	0	1	4	8	6	6	1	0	3	3	5	7	3	3	3	6	2	3	4	3	2	0	6	2	1	1	3	8	3	4	0	0	0	2	5	1	0	1	4	2	6	8	5	7	5	5	1	3	3	3	6	4	3	2	6	5	4	4	4	5
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2551104	2551610	.	-	0	"ID=BJEIHDPM_02296;eC_number=3.2.1.14;Name=chiD;gene=chiD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27050;locus_tag=BJEIHDPM_02296;product=Chitinase D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2551835	2553133	.	-	0	"ID=BJEIHDPM_02297;eC_number=1.14.13.-;Name=yeaW;dbxref=COG:COG4638;gene=yeaW;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ABR7;locus_tag=BJEIHDPM_02297;product=Carnitine monooxygenase oxygenase subunit"	5	3	3	2	3	4	2	0	0	2	2	4	1	0	0	6	1	5	2	1	2	0	2	3	0	0	4	2	2	3	0	0	0	0	1	6	0	1	2	2	3	1	3	3	1	0	1	2	4	1	3	2	6	0	2	2	3	3	0	2
utg000001c:1.0-5963307.0_pilon	Prodigal:2.6	CDS	2553445	2554545	.	+	0	"ID=BJEIHDPM_02298;eC_number=1.-.-.-;Name=hcr;dbxref=COG:COG1018;gene=hcr;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P75824;locus_tag=BJEIHDPM_02298;product=NADH oxidoreductase HCR"	11	9	16	6	7	15	5	0	10	6	16	17	10	7	10	6	12	17	9	9	9	0	7	13	5	9	12	10	9	11	0	0	0	15	10	14	0	11	11	14	18	16	5	7	7	11	10	5	7	8	6	7	8	10	11	11	3	8	12	9
